YEAR,MO,DY,WS50M
2024,9,30,18.04
2024,10,1,18.23
2024,10,2,22.02
2024,10,3,21.64
2024,10,4,18.32
2024,10,5,10.68
2024,10,6,9.99
2024,10,7,12.46
2024,10,8,14.04
2024,10,9,12.64
2024,10,10,12.19
2024,10,11,13.76
2024,10,12,12.43
2024,10,13,10.14
2024,10,14,8.95
2024,10,15,9.32
2024,10,16,12.74
2024,10,17,10.55
2024,10,18,5.34
2024,10,19,11.89
2024,10,20,17.07
2024,10,21,13.93
2024,10,22,15.63
2024,10,23,20.17
2024,10,24,21.41
2024,10,25,19.09
2024,10,26,10.32
2024,10,27,10.41
2024,10,28,15.45
2024,10,29,16.35
2024,10,30,19.2
2024,10,31,27.46
2024,11,1,11.01
2024,11,2,13.38
2024,11,3,12.9
2024,11,4,13.57
2024,11,5,16.96
2024,11,6,18.12
2024,11,7,17.27
2024,11,8,16.28
2024,11,9,13.95
2024,11,10,12.55
2024,11,11,15.61
2024,11,12,15.4
2024,11,13,14.59
2024,11,14,7.94
2024,11,15,10.15
2024,11,16,11.91
2024,11,17,15.02
2024,11,18,18.65
2024,11,19,17.24
2024,11,20,15.56
2024,11,21,15.68
2024,11,22,15.22
2024,11,23,15.69
2024,11,24,14.24
2024,11,25,8.89
2024,11,26,12.55
2024,11,27,12.25
2024,11,28,9.34
2024,11,29,10.73
2024,11,30,7.63
2024,12,1,4.85
2024,12,2,8.51
2024,12,3,12.46
2024,12,4,13.87
2024,12,5,12.21
2024,12,6,13.54
2024,12,7,16.05
2024,12,8,16.99
2024,12,9,12.66
2024,12,10,11.21
2024,12,11,10.2
2024,12,12,14.57
2024,12,13,12.84
2024,12,14,14.36
2024,12,15,13.01
2024,12,16,11.54
2024,12,17,11.5
2024,12,18,14.59
2024,12,19,15.14
2024,12,20,12.1
2024,12,21,14.01
2024,12,22,16.68
2024,12,23,13.81
2024,12,24,15.29
2024,12,25,12.26
2024,12,26,14.47
2024,12,27,14.57
2024,12,28,15.85
2024,12,29,12.95
2024,12,30,6.57
2024,12,31,12.61
2025,1,1,11.56
2025,1,2,12.43
2025,1,3,16.74
2025,1,4,14.69
2025,1,5,7.82
2025,1,6,12.95
2025,1,7,12.63
2025,1,8,10.54
2025,1,9,15.1
2025,1,10,16.79
2025,1,11,13.1
2025,1,12,9.85
2025,1,13,11.75
2025,1,14,8.66
2025,1,15,15.94
2025,1,16,14.06
2025,1,17,13.49
2025,1,18,9.85
2025,1,19,8.29
2025,1,20,11.13
2025,1,21,12.71
2025,1,22,6.43
2025,1,23,8.01
2025,1,24,10.76
2025,1,25,13.99
2025,1,26,14.08
2025,1,27,13.79
2025,1,28,12.15
2025,1,29,13.28
2025,1,30,9.6
2025,1,31,4.38
2025,2,1,7.34
2025,2,2,13.44
2025,2,3,15.51
2025,2,4,14.05
2025,2,5,10.32
2025,2,6,11.69
2025,2,7,15.39
2025,2,8,18.16
2025,2,9,15.39
2025,2,10,11.73
2025,2,11,9.92
2025,2,12,5.48
2025,2,13,16.27
2025,2,14,11.63
2025,2,15,6.09
2025,2,16,9.93
2025,2,17,14.07
2025,2,18,14.36
2025,2,19,12.81
2025,2,20,11.79
2025,2,21,15.15
2025,2,22,14.26
2025,2,23,15.75
2025,2,24,17.03
2025,2,25,9.23
2025,2,26,10.17
2025,2,27,3.95
2025,2,28,2.79
2025,3,1,1.8
2025,3,2,4.67
2025,3,3,6.98
2025,3,4,7.86
2025,3,5,14.29
2025,3,6,17.21
2025,3,7,15.27
2025,3,8,11.84
2025,3,9,12.08
2025,3,10,6.13
2025,3,11,3.72
2025,3,12,4.2
2025,3,13,6.99
2025,3,14,8.73
2025,3,15,8.05
2025,3,16,14.61
2025,3,17,13.11
2025,3,18,11.15
2025,3,19,12.54
2025,3,20,10.13
2025,3,21,6.18
2025,3,22,4.72
2025,3,23,3.7
2025,3,24,7.34
2025,3,25,8.34
2025,3,26,9.74
2025,3,27,10.94
2025,3,28,14.02
2025,3,29,17.16
2025,3,30,15.8
2025,3,31,13.79
2025,4,1,12.69
2025,4,2,11.84
2025,4,3,12.21
2025,4,4,9.95
2025,4,5,4.9
2025,4,6,9.88
2025,4,7,10.04
2025,4,8,5.38
2025,4,9,3.55
2025,4,10,3.64
2025,4,11,2.76
2025,4,12,12.12
2025,4,13,7.56
2025,4,14,7.64
2025,4,15,5.44
2025,4,16,3.92
2025,4,17,4.04
2025,4,18,6.3
2025,4,19,8.39
2025,4,20,6.54
2025,4,21,3.99
2025,4,22,10.62
2025,4,23,5.44
2025,4,24,3.55
2025,4,25,10.37
2025,4,26,11.39
2025,4,27,4.62
2025,4,28,5.4
2025,4,29,11.13
2025,4,30,3.86
2025,5,1,4.98
2025,5,2,6.25
2025,5,3,2.41
2025,5,4,10.99
2025,5,5,6.24
2025,5,6,6.49
2025,5,7,8.03
2025,5,8,3.3
2025,5,9,8.86
2025,5,10,7.52
2025,5,11,10.98
2025,5,12,9.85
2025,5,13,3.91
2025,5,14,2.46
2025,5,15,2.0
2025,5,16,4.0
2025,5,17,4.58
2025,5,18,3.24
2025,5,19,4.96
2025,5,20,6.87
2025,5,21,7.15
2025,5,22,5.77
2025,5,23,10.01
2025,5,24,8.24
2025,5,25,12.79
2025,5,26,10.38
2025,5,27,9.51
2025,5,28,6.84
2025,5,29,7.48
2025,5,30,10.11
2025,5,31,5.14
2025,6,1,3.34
2025,6,2,9.38
2025,6,3,8.95
2025,6,4,8.98
2025,6,5,7.92
2025,6,6,3.02
2025,6,7,5.71
2025,6,8,6.34
2025,6,9,4.11
2025,6,10,4.26
2025,6,11,6.38
2025,6,12,6.4
2025,6,13,9.16
2025,6,14,10.51
2025,6,15,11.03
2025,6,16,11.13
2025,6,17,7.8
2025,6,18,4.46
2025,6,19,1.56
2025,6,20,3.94
2025,6,21,8.03
2025,6,22,8.57
2025,6,23,8.25
2025,6,24,6.65
2025,6,25,4.97
2025,6,26,4.15
2025,6,27,4.66
2025,6,28,4.17
2025,6,29,2.35
2025,6,30,4.23
2025,7,1,4.15
2025,7,2,8.73
2025,7,3,9.13
2025,7,4,3.52
2025,7,5,2.34
2025,7,6,5.2
2025,7,7,12.01
2025,7,8,13.87
2025,7,9,10.8
2025,7,10,8.46
2025,7,11,5.04
2025,7,12,10.96
2025,7,13,9.47
2025,7,14,9.52
2025,7,15,10.5
2025,7,16,10.38
2025,7,17,5.43
2025,7,18,6.05
2025,7,19,10.92
2025,7,20,5.75
2025,7,21,3.56
2025,7,22,7.06
2025,7,23,13.04
2025,7,24,14.29
2025,7,25,7.67
2025,7,26,9.54
2025,7,27,13.47
2025,7,28,9.52
2025,7,29,3.34
2025,7,30,10.77
2025,7,31,12.16
2025,8,1,11.16
